Date,Arena,Home_Team,Visitor_Team,player_name,player_id,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Josh Richardson,richajo01,27.383333333333333,6,12,.500,2,5,.400,3,3,1.000,1,1,2,2,2,0,0,4,17,-10
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Dwight Powell,poweldw01,23.533333333333335,4,4,1.000,1,1,1.000,2,4,.500,0,3,3,1,3,0,1,2,11,-11
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Trey Burke,burketr01,24.466666666666665,5,10,.500,4,7,.571,3,4,.750,0,1,1,2,0,1,0,5,17,-13
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Maxi Kleber,klebima01,19.75,1,2,.500,1,2,.500,2,2,1.000,1,4,5,0,2,0,0,0,5,-8
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Willie Cauley-Stein,caulewi01,14.083333333333334,0,3,.000,0,0,,0,0,,0,2,2,0,2,1,1,3,0,-6
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Jalen Brunson,brunsja01,13.866666666666667,2,5,.400,0,1,.000,0,0,,0,2,2,1,0,0,3,2,4,-9
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,James Johnson,johnsja01,11.866666666666667,1,1,1.000,0,0,,2,3,.667,0,1,1,4,1,0,0,0,4,-7
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Boban MarjanoviÄ,marjabo01,7.033333333333333,3,4,.750,0,0,,0,0,,0,1,1,0,0,0,0,1,6,-2
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Wes Iwundu,iwundwe01,2.3833333333333333,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-4
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Josh Green,greenjo02,2.3833333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Tyrell Terry,terryty01,1.7,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,0,2,1
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,LeBron James,jamesle01,31.4,8,18,.444,3,8,.375,3,4,.750,1,6,7,10,1,0,4,0,22,16
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Anthony Davis,davisan02,30.283333333333335,10,16,.625,3,5,.600,5,7,.714,1,7,8,5,2,0,2,2,28,16
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Dennis SchrÃ¶der,schrode01,25.116666666666667,7,11,.636,1,3,.333,3,4,.750,1,1,2,6,0,0,4,5,18,8
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Kentavious Caldwell-Pope,caldwke01,24.15,3,7,.429,2,6,.333,0,0,,0,0,0,2,1,2,0,4,8,14
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Marc Gasol,gasolma01,19.566666666666666,0,1,.000,0,1,.000,2,2,1.000,2,7,9,0,0,0,1,2,2,8
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Montrezl Harrell,harremo01,28.433333333333334,10,13,.769,0,1,.000,2,5,.400,5,2,7,2,1,0,2,4,22,15
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Kyle Kuzma,kuzmaky01,21.9,5,11,.455,3,4,.750,0,0,,2,4,6,2,0,1,0,1,13,7
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Wesley Matthews,matthwe02,16.416666666666668,1,3,.333,0,2,.000,0,0,,0,1,1,0,1,0,0,1,2,-3
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Markieff Morris,morrima02,15.333333333333334,3,5,.600,3,5,.600,0,0,,3,4,7,2,1,0,0,0,9,3
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Alex Caruso,carusal01,13.4,2,2,1.000,2,2,1.000,0,0,,0,1,1,2,2,0,2,2,6,10
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Talen Horton-Tucker,hortota01,6.85,1,2,.500,1,1,1.000,2,2,1.000,1,0,1,2,0,1,1,2,5,9
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Alfonzo McKinnie,mckinal01,2.3833333333333333,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,4
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Quinn Cook,cookqu01,2.3833333333333333,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,4
"Fri, Dec 25, 2020",STAPLES Center,Los Angeles Lakers,Dallas Mavericks,Jared Dudley,dudleja01,2.3833333333333333,0,0,,0,0,,0,0,,1,2,3,0,0,0,0,0,0,4
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Paul George,georgpa01,36.93333333333333,8,14,.571,5,9,.556,2,2,1.000,0,5,5,9,1,0,6,1,23,14
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Nicolas Batum,batumni01,36.31666666666667,5,8,.625,2,5,.400,1,1,1.000,4,6,10,4,1,1,2,5,13,13
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Kawhi Leonard,leonaka01,30.35,8,14,.571,2,4,.500,3,3,1.000,2,3,5,7,4,1,2,4,21,13
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Patrick Beverley,beverpa01,21.55,3,6,.500,2,5,.400,1,2,.500,1,1,2,0,2,0,1,5,9,5
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Serge Ibaka,ibakase01,21.483333333333334,6,9,.667,2,2,1.000,1,1,1.000,0,2,2,2,0,1,1,4,15,10
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Lou Williams,willilo02,23.633333333333333,3,7,.429,2,4,.500,0,0,,0,4,4,3,1,0,1,1,8,4
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Luke Kennard,kennalu01,19.883333333333333,2,6,.333,2,4,.500,2,2,1.000,0,6,6,2,0,0,2,1,8,6
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Ivica Zubac,zubaciv01,19.083333333333332,2,2,1.000,0,0,,8,11,.727,0,0,0,0,0,1,2,4,12,9
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Reggie Jackson,jacksre01,13.05,2,6,.333,1,4,.250,0,0,,0,1,1,3,0,0,0,2,5,-4
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Patrick Patterson,pattepa01,11.483333333333333,1,1,1.000,1,1,1.000,2,2,1.000,2,1,3,2,0,0,1,4,5,2
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Terance Mann,mannte01,4.733333333333333,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-4
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Mfiondu Kabengele,kabenmf01,0.6333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Amir Coffey,coffeam01,0.43333333333333335,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Daniel Oturu,oturuda01,0.43333333333333335,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Nikola JokiÄ,jokicni01,38.483333333333334,7,13,.538,1,4,.250,9,11,.818,3,6,9,10,1,0,5,2,24,-20
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Jamal Murray,murraja01,37.266666666666666,9,20,.450,4,11,.364,1,2,.500,2,3,5,3,1,0,3,4,23,-3
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Michael Porter Jr.,portemi01,23.333333333333332,4,9,.444,2,6,.333,0,0,,0,3,3,2,2,0,0,2,10,-14
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Gary Harris,harriga01,22.4,1,5,.200,0,2,.000,0,0,,0,1,1,2,1,0,2,2,2,-12
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Paul Millsap,millspa01,21.883333333333333,3,5,.600,1,2,.500,1,2,.500,0,1,1,0,0,0,0,4,8,-10
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Monte Morris,morrimo01,30.35,3,7,.429,1,3,.333,6,7,.857,1,0,1,4,1,0,0,0,13,-5
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Will Barton,bartowi01,28.55,4,10,.400,1,4,.250,6,9,.667,1,4,5,3,1,0,1,3,15,0
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,PJ Dozier,doziepj01,19.116666666666667,3,5,.600,1,2,.500,0,0,,1,1,2,0,0,0,1,2,7,1
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Isaiah Hartenstein,harteis01,9.516666666666667,3,5,.600,0,0,,0,0,,2,3,5,1,0,1,0,1,6,7
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Bol Bol,bolbo01,5.483333333333333,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Facundo Campazzo,campafa01,3.183333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-7
"Fri, Dec 25, 2020",Ball Arena,Denver Nuggets,Los Angeles Clippers,Markus Howard,howarma02,0.43333333333333335,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Trae Young,youngtr01,35.38333333333333,10,24,.417,1,7,.143,15,17,.882,2,1,3,9,0,0,2,1,36,12
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,De'Andre Hunter,huntede01,35.31666666666667,5,11,.455,2,4,.500,3,3,1.000,1,10,11,3,0,2,1,3,15,13
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Cam Reddish,reddica01,32.46666666666667,2,8,.250,1,1,1.000,0,0,,1,2,3,2,1,1,3,3,5,0
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Bogdan BogdanoviÄ,bogdabo01,32.21666666666667,2,10,.200,1,9,.111,2,2,1.000,1,8,9,2,1,0,1,0,7,0
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,John Collins,collijo01,27.3,4,9,.444,0,3,.000,5,5,1.000,3,7,10,0,1,2,2,4,13,15
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Kevin Huerter,huertke01,26.6,8,12,.667,4,5,.800,1,1,1.000,0,2,2,4,1,0,3,5,21,14
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Bruno Fernando,fernabr01,17.2,0,1,.000,0,0,,0,0,,2,8,10,3,0,0,2,1,0,-1
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Solomon Hill,hillso01,12.966666666666667,2,5,.400,1,2,.500,1,1,1.000,1,1,2,0,0,0,0,2,6,3
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Brandon Goodwin,goodwbr01,11.966666666666667,1,4,.250,1,2,.500,2,4,.500,1,0,1,0,0,0,0,0,5,-2
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Nathan Knight,knighna01,8.583333333333334,4,5,.800,2,3,.667,4,5,.800,1,2,3,0,0,0,1,1,14,-4
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Kyle Anderson,anderky01,36.43333333333333,8,15,.533,2,6,.333,2,2,1.000,1,13,14,1,0,2,0,2,20,1
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Ja Morant,moranja01,33.516666666666666,10,21,.476,2,7,.286,6,8,.750,1,2,3,7,0,1,2,4,28,-2
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Dillon Brooks,brookdi01,30.6,8,23,.348,3,11,.273,0,0,,0,2,2,2,2,0,2,6,19,7
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Grayson Allen,allengr01,29.466666666666665,2,6,.333,1,5,.200,5,5,1.000,3,1,4,2,0,0,0,0,10,-7
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Jonas ValanÄiÅ«nas,valanjo01,28.933333333333334,2,6,.333,1,3,.333,8,10,.800,2,10,12,4,1,1,4,5,13,2
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Desmond Bane,banede01,22.35,2,2,1.000,2,2,1.000,0,0,,0,1,1,0,0,0,0,4,6,2
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Brandon Clarke,clarkbr01,20.1,2,8,.250,0,1,.000,0,0,,1,2,3,1,0,0,0,4,4,-15
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Tyus Jones,jonesty01,15.983333333333333,0,4,.000,0,2,.000,0,0,,0,1,1,3,0,1,0,0,0,-8
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,John Konchar,konchjo01,15.65,1,3,.333,1,3,.333,4,4,1.000,1,3,4,0,2,1,1,1,7,-16
"Sat, Dec 26, 2020",FedEx Forum,Memphis Grizzlies,Atlanta Hawks,Gorgui Dieng,dienggo01,6.966666666666667,2,5,.400,1,3,.333,0,0,,0,2,2,0,0,0,1,1,5,-14
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Luguentz Dort,dortlu01,34.56666666666667,5,12,.417,1,4,.250,4,4,1.000,2,3,5,2,1,1,0,3,15,16
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Shai Gilgeous-Alexander,gilgesh01,34.36666666666667,8,20,.400,1,6,.167,7,10,.700,2,5,7,9,0,1,5,4,24,14
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Darius Bazley,bazleda01,32.93333333333333,7,12,.583,1,5,.200,0,0,,1,9,10,1,1,2,1,1,15,9
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Al Horford,horfoal01,28.55,1,5,.200,0,2,.000,1,1,1.000,0,13,13,3,0,1,1,0,3,3
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,George Hill,hillge01,24.05,8,9,.889,4,4,1.000,1,2,.500,1,3,4,3,1,0,1,2,21,10
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,ThÃ©o Maledon,maledth01,20.433333333333334,2,5,.400,0,2,.000,0,0,,0,0,0,2,2,0,4,2,4,-16
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Hamidou Diallo,diallha01,19.666666666666668,3,8,.375,0,1,.000,2,3,.667,2,4,6,2,1,0,2,1,8,-9
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Mike Muscala,muscami01,18.166666666666668,5,8,.625,2,4,.500,2,2,1.000,0,2,2,1,2,0,0,3,14,2
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Kenrich Williams,willike04,16.333333333333332,1,3,.333,1,2,.500,2,2,1.000,1,2,3,2,1,1,1,3,5,-6
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Aleksej Pokusevski,pokusal01,10.933333333333334,0,6,.000,0,6,.000,0,0,,0,4,4,0,1,1,1,2,0,-13
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Gordon Hayward,haywago01,34.68333333333333,5,13,.385,0,5,.000,2,3,.667,0,5,5,7,2,0,3,3,12,-2
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Devonte' Graham,grahade01,33.833333333333336,4,16,.250,3,7,.429,3,5,.600,1,2,3,10,1,0,2,2,14,14
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Terry Rozier,roziete01,31.3,5,15,.333,2,7,.286,7,9,.778,1,2,3,2,2,1,0,2,19,-18
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Bismack Biyombo,biyombi01,30.316666666666666,2,7,.286,0,0,,1,2,.500,3,6,9,4,0,2,0,2,5,-5
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,P.J. Washington,washipj01,29.15,7,15,.467,1,3,.333,3,6,.500,2,6,8,1,2,3,2,3,18,-7
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Miles Bridges,bridgmi02,23.116666666666667,5,8,.625,4,4,1.000,0,0,,3,2,5,0,1,2,2,4,14,-4
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Cody Martin,martico01,16.183333333333334,0,0,,0,0,,0,0,,1,2,3,1,0,0,0,1,0,3
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Caleb Martin,martica02,15.383333333333333,4,8,.500,1,2,.500,1,1,1.000,0,1,1,0,2,0,1,1,10,7
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,LaMelo Ball,ballla01,15.316666666666666,5,10,.500,2,4,.500,1,2,.500,2,3,5,1,1,0,2,1,13,-11
"Sat, Dec 26, 2020",Spectrum Center,Charlotte Hornets,Oklahoma City Thunder,Jalen McDaniels,mcdanja01,10.716666666666667,0,1,.000,0,0,,2,4,.500,0,5,5,1,0,0,1,3,2,13
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Collin Sexton,sextoco01,45.233333333333334,15,23,.652,2,3,.667,0,1,.000,0,2,2,3,3,0,4,5,32,9
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Darius Garland,garlada01,43.983333333333334,9,14,.643,3,3,1.000,0,0,,2,3,5,12,2,1,2,3,21,19
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Andre Drummond,drumman01,43.666666666666664,7,21,.333,0,2,.000,9,14,.643,2,14,16,5,4,3,4,2,23,10
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Isaac Okoro,okorois01,41.63333333333333,0,4,.000,0,3,.000,0,0,,0,3,3,0,1,0,2,4,0,16
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Kevin Love,loveke01,37.53333333333333,4,12,.333,3,8,.375,4,5,.800,1,8,9,3,0,0,3,1,15,14
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Cedi Osman,osmande01,25.933333333333334,7,12,.583,4,7,.571,4,6,.667,0,4,4,0,1,0,0,1,22,-12
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Larry Nance Jr.,nancela02,24.5,0,3,.000,0,2,.000,0,0,,2,5,7,2,2,0,1,1,0,-2
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,JaVale McGee,mcgeeja01,14.316666666666666,4,7,.571,1,1,1.000,2,4,.500,0,2,2,0,0,0,2,6,11,-1
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,DantÃ© Exum,exumda01,13.15,2,3,.667,0,1,.000,0,0,,0,3,3,4,0,0,0,1,4,-8
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Blake Griffin,griffbl01,44.333333333333336,9,21,.429,8,16,.500,0,0,,0,6,6,4,3,0,3,1,26,-16
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Jerami Grant,grantje01,42.516666666666666,9,14,.643,4,8,.500,6,8,.750,1,9,10,2,0,3,1,4,28,2
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Delon Wright,wrighde01,42.2,5,9,.556,2,3,.667,7,9,.778,3,3,6,4,0,1,1,0,19,-23
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Mason Plumlee,plumlma01,32.78333333333333,3,6,.500,0,1,.000,0,0,,2,7,9,5,3,0,3,6,6,-2
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Killian Hayes,hayeski01,19.5,1,7,.143,0,3,.000,1,2,.500,0,3,3,2,0,0,2,2,3,-5
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Derrick Rose,rosede01,33.11666666666667,4,15,.267,1,2,.500,4,6,.667,1,3,4,4,0,0,6,1,13,-3
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Svi Mykhailiuk,mykhasv01,23.566666666666666,4,9,.444,1,6,.167,3,3,1.000,0,3,3,2,2,0,3,2,12,3
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Josh Jackson,jacksjo02,18.7,2,6,.333,0,3,.000,2,2,1.000,0,8,8,1,1,1,3,0,6,9
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Jahlil Okafor,okafoja01,18.45,3,4,.750,0,0,,0,0,,1,3,4,0,0,0,0,3,6,9
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Sekou Doumbouya,doumbse01,8.8,0,5,.000,0,1,.000,0,0,,1,1,2,0,0,0,0,0,0,-18
"Sat, Dec 26, 2020",Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,Saddiq Bey,beysa01,6.016666666666667,0,2,.000,0,2,.000,0,2,.000,1,1,2,0,0,0,0,1,0,-1
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Nikola VuÄeviÄ,vucevni01,31.083333333333332,8,20,.400,2,7,.286,4,4,1.000,3,14,17,3,2,0,3,1,22,5
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Markelle Fultz,fultzma01,31.083333333333332,7,13,.538,0,2,.000,7,8,.875,2,2,4,7,1,0,2,3,21,5
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Aaron Gordon,gordoaa01,29.65,6,12,.500,1,2,.500,2,4,.500,1,8,9,3,0,0,0,3,15,16
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Evan Fournier,fournev01,28.95,4,8,.500,1,5,.200,4,5,.800,1,4,5,0,2,0,2,4,13,-1
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Dwayne Bacon,bacondw01,20.35,2,3,.667,2,2,1.000,0,0,,0,1,1,1,1,0,1,1,6,-1
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Terrence Ross,rosste01,28.1,9,14,.643,3,6,.500,4,4,1.000,0,2,2,1,2,0,2,0,25,11
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Michael Carter-Williams,cartemi01,18.6,3,4,.750,1,2,.500,1,2,.500,2,1,3,2,0,0,3,3,8,11
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Chuma Okeke,okekech01,18.35,1,4,.250,0,1,.000,1,2,.500,1,2,3,2,0,0,0,1,3,-6
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Cole Anthony,anthoco01,16.916666666666668,4,11,.364,1,4,.250,0,0,,1,4,5,5,0,0,0,2,9,5
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Khem Birch,birchkh01,16.916666666666668,4,6,.667,0,0,,0,0,,0,5,5,1,0,0,0,3,8,5
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Bradley Beal,bealbr01,37.233333333333334,14,24,.583,2,5,.400,9,13,.692,2,5,7,5,2,0,4,2,39,-9
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Russell Westbrook,westbru01,35.983333333333334,6,19,.316,0,4,.000,3,4,.750,2,13,15,12,2,0,5,3,15,2
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Thomas Bryant,bryanth01,30.066666666666666,8,11,.727,3,5,.600,0,0,,0,5,5,1,0,0,0,2,19,-3
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Isaac Bonga,bongais01,20.0,4,5,.800,2,3,.667,0,0,,0,0,0,2,0,2,1,3,10,-2
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Deni Avdija,avdijde01,14.666666666666666,2,2,1.000,1,1,1.000,0,1,.000,0,3,3,2,0,0,0,4,5,-7
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Ish Smith,smithis01,22.316666666666666,4,9,.444,0,1,.000,0,3,.000,0,4,4,3,0,0,1,1,8,-12
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,DÄvis BertÄns,bertada01,19.766666666666666,3,11,.273,2,10,.200,1,3,.333,1,0,1,1,1,0,0,1,9,-1
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Jerome Robinson,robinje01,19.65,0,3,.000,0,2,.000,0,0,,0,2,2,1,0,0,1,4,0,-5
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Robin Lopez,lopezro01,17.933333333333334,1,2,.500,0,0,,2,4,.500,1,2,3,0,0,1,0,1,4,-7
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Troy Brown Jr.,browntr01,13.233333333333333,0,5,.000,0,3,.000,0,0,,1,2,3,1,0,0,1,2,0,3
"Sat, Dec 26, 2020",Capital One Arena,Washington Wizards,Orlando Magic,Raul Neto,netora01,9.15,4,4,1.000,3,3,1.000,0,0,,0,0,0,0,0,0,1,2,11,-9
