Date,Arena,Visitor_Team,Home_Team,player_team,is_home,opponent,player_name,player_id,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,adv_TS%,adv_eFG%,adv_3PAr,adv_FTr,adv_ORB%,adv_DRB%,adv_TRB%,adv_AST%,adv_STL%,adv_BLK%,adv_TOV%,adv_USG%,adv_ORtg,adv_DRtg,adv_BPM
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Los Angeles Clippers,True,Minnesota Timberwolves,Reggie Jackson,jacksre01,26.05,4,9,0.444,2,4,0.5,1,2,0.5,1,3,4,4,4,1,0,2,11,14.2,10,0.557,0.556,0.444,0.222,5.3,11.1,8.7,18.6,7.5,3.6,0.0,16.9,132.0,90.0,9.9
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Los Angeles Clippers,True,Minnesota Timberwolves,Terance Mann,mannte01,24.833333333333332,2,6,0.333,0,0,,0,0,,1,3,4,3,0,1,1,3,4,2.8,3,0.333,0.333,0.0,0.0,5.5,11.6,9.1,13.4,0.0,3.8,14.3,12.5,90.0,107.0,-8.3
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Los Angeles Clippers,True,Minnesota Timberwolves,Lou Williams,willilo02,20.166666666666668,7,11,0.636,1,2,0.5,5,6,0.833,1,2,3,5,0,0,1,0,20,18.5,26,0.733,0.682,0.182,0.545,6.8,9.5,8.4,39.2,0.0,0.0,6.8,32.3,150.0,111.0,9.4
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Los Angeles Clippers,True,Minnesota Timberwolves,Ivica Zubac,zubaciv01,18.5,5,7,0.714,0,0,,2,2,1.0,2,2,4,1,0,3,0,0,12,13.9,12,0.761,0.714,0.0,0.286,14.8,10.4,12.2,7.6,0.0,15.3,0.0,18.9,165.0,100.0,9.3
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Los Angeles Clippers,True,Minnesota Timberwolves,Amir Coffey,coffeam01,11.35,2,3,0.667,1,2,0.5,0,0,,0,1,1,1,0,0,0,0,5,4.7,-6,0.833,0.833,0.667,0.0,0.0,8.5,5.0,11.0,0.0,0.0,0.0,11.7,166.0,111.0,3.5
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Los Angeles Clippers,True,Minnesota Timberwolves,Mfiondu Kabengele,kabenmf01,7.85,0,4,0.0,0,2,0.0,0,0,,0,2,2,0,0,0,2,3,0,-5.4,-5,0.0,0.0,0.5,0.0,0.0,24.5,14.4,0.0,0.0,0.0,33.3,34.0,0.0,105.0,-49.0
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Los Angeles Clippers,True,Minnesota Timberwolves,Daniel Oturu,oturuda01,6.933333333333334,2,2,1.0,0,0,,0,0,,1,2,3,1,0,1,0,1,4,5.7,-5,1.0,1.0,0.0,0.0,19.8,27.7,24.4,20.9,0.0,13.6,0.0,12.8,212.0,95.0,16.7
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,D'Angelo Russell,russeda01,31.05,9,19,0.474,4,11,0.364,0,0,,1,2,3,4,2,0,3,2,22,14.6,-26,0.579,0.579,0.579,0.0,3.1,8.8,5.5,26.8,3.2,0.0,13.6,30.8,105.0,126.0,2.8
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Malik Beasley,beaslma01,28.083333333333332,5,16,0.313,2,8,0.25,7,8,0.875,0,4,4,0,0,0,1,0,19,9.6,-15,0.487,0.375,0.5,0.5,0.0,19.5,8.0,0.0,0.0,0.0,4.9,31.7,98.0,131.0,-6.8
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Ricky Rubio,rubiori01,25.55,6,8,0.75,2,3,0.667,3,3,1.0,0,0,0,5,1,0,3,3,17,14.1,-13,0.912,0.875,0.375,0.375,0.0,0.0,0.0,36.5,1.9,0.0,24.4,20.9,139.0,130.0,4.4
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Jarrett Culver,culveja01,25.5,0,10,0.0,0,3,0.0,0,0,,4,6,10,0,1,1,1,1,0,-2.1,-12,0.0,0.0,0.3,0.0,15.1,32.3,22.1,0.0,1.9,3.3,9.1,18.7,26.0,122.0,-19.0
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Naz Reid,reidna01,19.9,4,6,0.667,1,1,1.0,2,2,1.0,2,1,3,1,0,0,0,3,11,9.6,-12,0.799,0.75,0.167,0.333,9.6,6.9,8.5,8.8,0.0,0.0,0.0,15.0,170.0,133.0,1.7
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Anthony Edwards,edwaran01,24.7,4,10,0.4,4,7,0.571,0,0,,0,0,0,0,0,1,0,1,12,6.9,-21,0.6,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,17.6,117.0,131.0,-1.0
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Juancho HernangÃ³mez,hernaju01,18.466666666666665,1,5,0.2,0,3,0.0,0,0,,0,4,4,0,1,0,2,0,2,-0.9,-1,0.2,0.2,0.6,0.0,0.0,29.7,12.2,0.0,2.6,0.0,28.6,16.5,29.0,124.0,-16.3
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Jordan McLaughlin,mclaujo01,18.116666666666667,1,4,0.25,0,1,0.0,0,0,,0,0,0,9,0,0,2,1,2,3.5,-2,0.25,0.25,0.25,0.0,0.0,0.0,0.0,69.4,0.0,0.0,33.3,14.4,93.0,134.0,-7.4
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Jarred Vanderbilt,vandeja01,15.633333333333333,4,5,0.8,0,0,,1,2,0.5,3,3,6,1,1,1,0,0,9,12.1,0,0.765,0.8,0.0,0.4,18.4,26.3,21.7,12.4,3.1,5.4,0.0,16.3,166.0,118.0,12.2
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Jake Layman,laymaja01,13.05,2,4,0.5,0,1,0.0,0,0,,0,1,1,1,1,2,0,3,4,4.2,-7,0.5,0.5,0.25,0.0,0.0,10.5,4.3,12.4,3.7,12.9,0.0,13.3,111.0,113.0,2.8
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Ed Davis,davised01,12.466666666666667,0,1,0.0,0,0,,0,0,,1,5,6,1,0,1,0,0,0,2.9,-11,0.0,0.0,0.0,0.0,7.7,55.0,27.2,10.4,0.0,6.8,0.0,3.5,93.0,120.0,-1.5
"Tue, Dec 29, 2020",STAPLES Center,Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,False,Los Angeles Clippers,Jaden McDaniels,mcdanja02,7.483333333333333,1,1,1.0,0,0,,1,2,0.5,0,2,2,0,0,0,2,1,3,0.5,5,0.798,1.0,0.0,2.0,0.0,36.7,15.1,0.0,0.0,0.0,51.5,22.5,63.0,129.0,-15.5
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Tyler Herro,herroty01,38.81666666666667,8,13,0.615,2,6,0.333,3,4,0.75,1,14,15,4,0,0,4,3,21,17.2,10,0.711,0.692,0.462,0.308,3.0,29.8,18.7,16.4,0.0,0.0,21.3,19.9,118.0,101.0,2.0
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Bam Adebayo,adebaba01,35.45,7,13,0.538,0,0,,8,10,0.8,1,7,8,10,1,2,2,1,22,24.7,11,0.632,0.538,0.0,0.769,3.3,16.3,10.9,44.4,1.3,4.4,10.3,22.5,140.0,102.0,13.2
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Avery Bradley,bradlav01,29.65,6,11,0.545,2,6,0.333,2,2,1.0,0,2,2,0,1,0,1,2,16,10.5,2,0.673,0.636,0.545,0.182,0.0,5.6,3.3,0.0,1.6,0.0,7.8,17.9,122.0,109.0,0.2
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Duncan Robinson,robindu01,23.816666666666666,2,4,0.5,2,4,0.5,3,3,1.0,0,3,3,0,2,0,2,1,9,7.5,4,0.846,0.75,1.0,0.75,0.0,10.4,6.1,0.0,3.9,0.0,27.3,12.6,116.0,101.0,3.1
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Andre Iguodala,iguodan01,19.983333333333334,0,3,0.0,0,3,0.0,0,0,,0,4,4,2,0,1,2,1,0,-1.2,-3,0.0,0.0,1.0,0.0,0.0,16.6,9.7,12.0,0.0,3.9,40.0,10.3,28.0,105.0,-8.5
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Kelly Olynyk,olynyke01,28.983333333333334,5,10,0.5,3,7,0.429,2,2,1.0,3,5,8,4,0,1,3,2,15,13.3,16,0.689,0.65,0.7,0.2,12.1,14.3,13.4,20.9,0.0,2.7,21.6,19.7,124.0,107.0,5.9
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Goran DragiÄ,dragigo01,26.516666666666666,9,17,0.529,4,7,0.571,4,6,0.667,2,3,5,2,0,0,4,2,26,15.8,14,0.662,0.647,0.412,0.353,8.8,9.4,9.1,15.3,0.0,0.0,16.9,36.7,112.0,111.0,2.5
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Gabe Vincent,vincega01,15.183333333333334,2,6,0.333,2,5,0.4,1,1,1.0,0,2,2,2,0,0,0,4,7,4.0,10,0.543,0.5,0.833,0.167,0.0,10.9,6.4,18.8,0.0,0.0,0.0,17.4,128.0,110.0,-2.0
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Precious Achiuwa,achiupr01,12.016666666666667,0,2,0.0,0,0,,0,0,,3,2,5,0,0,1,3,2,0,-1.8,-2,0.0,0.0,0.0,0.0,29.2,13.8,20.2,0.0,0.0,6.5,60.0,17.1,41.0,105.0,-19.1
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Kendrick Nunn,nunnke01,9.383333333333333,1,3,0.333,0,1,0.0,1,1,1.0,0,0,0,1,1,0,1,0,3,2.0,-7,0.436,0.333,0.333,0.333,0.0,0.0,0.0,14.7,5.0,0.0,22.5,19.5,83.0,104.0,-3.3
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Miami Heat,True,Milwaukee Bucks,Maurice Harkless,harklma01,0.13333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,116.0,-3.3
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,False,Miami Heat,Giannis Antetokounmpo,antetgi01,38.016666666666666,10,18,0.556,2,6,0.333,4,4,1.0,2,11,13,10,3,1,4,3,26,27.6,-5,0.658,0.611,0.333,0.222,4.4,33.9,16.6,46.1,3.7,2.9,16.8,24.9,126.0,108.0,13.3
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,False,Miami Heat,Khris Middleton,middlkh01,37.0,3,15,0.2,0,4,0.0,2,2,1.0,0,7,7,9,1,0,2,5,8,4.1,-9,0.252,0.2,0.267,0.133,0.0,22.1,9.2,32.3,1.3,0.0,11.2,19.2,77.0,118.0,-11.1
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,False,Miami Heat,Jrue Holiday,holidjr01,33.95,4,15,0.267,3,7,0.429,2,2,1.0,1,3,4,5,2,1,0,5,13,9.9,-1,0.409,0.367,0.467,0.133,2.4,10.3,5.7,20.6,2.7,3.3,0.0,18.6,107.0,116.0,-1.9
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,False,Miami Heat,Donte DiVincenzo,divindo01,30.116666666666667,5,14,0.357,3,7,0.429,2,2,1.0,4,1,5,1,3,1,3,2,15,10.9,-4,0.504,0.464,0.5,0.143,11.0,3.9,8.0,5.0,4.6,3.7,16.8,23.6,96.0,113.0,0.1
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,False,Miami Heat,Brook Lopez,lopezbr01,25.716666666666665,3,11,0.273,1,3,0.333,0,0,,6,2,8,0,2,1,0,3,7,6.8,-5,0.318,0.318,0.273,0.0,19.3,9.1,15.1,0.0,3.6,4.3,0.0,17.0,95.0,113.0,-6.5
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,False,Miami Heat,Bobby Portis,portibo01,17.95,4,8,0.5,1,2,0.5,2,2,1.0,1,1,2,0,1,1,0,1,11,9.3,-11,0.619,0.563,0.25,0.25,4.6,6.5,5.4,0.0,2.6,6.2,0.0,19.7,132.0,115.0,3.0
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,False,Miami Heat,Pat Connaughton,connapa01,17.45,4,6,0.667,4,6,0.667,0,0,,0,3,3,0,1,0,0,0,12,11.3,-3,1.0,1.0,1.0,0.0,0.0,20.1,8.3,0.0,2.7,0.0,0.0,13.7,181.0,116.0,14.0
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,False,Miami Heat,Bryn Forbes,forbebr01,16.216666666666665,4,6,0.667,1,3,0.333,0,1,0.0,1,2,3,0,0,0,2,1,9,4.9,0,0.699,0.75,0.5,0.167,5.1,14.4,9.0,0.0,0.0,0.0,23.7,20.7,94.0,123.0,-5.5
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,False,Miami Heat,D.J. Augustin,augusdj01,12.716666666666667,1,5,0.2,1,3,0.333,0,0,,0,0,0,1,1,0,1,1,3,0.2,-12,0.3,0.3,0.6,0.0,0.0,0.0,0.0,10.4,3.7,0.0,16.7,18.8,62.0,118.0,-11.6
"Wed, Dec 30, 2020",AmericanAirlines Arena,Milwaukee Bucks,Miami Heat,Milwaukee Bucks,False,Miami Heat,Thanasis Antetokounmpo,antetth01,10.783333333333333,2,4,0.5,0,0,,0,0,,1,1,2,0,0,1,1,4,4,1.1,-5,0.5,0.5,0.0,0.0,7.7,10.9,9.0,0.0,0.0,10.4,20.0,18.4,85.0,118.0,-12.3
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,De'Andre Hunter,huntede01,33.43333333333333,4,13,0.308,3,9,0.333,0,0,,2,6,8,3,1,0,0,6,11,7.4,3,0.423,0.423,0.692,0.0,6.0,18.7,12.2,10.4,1.3,0.0,0.0,14.8,119.0,135.0,-5.3
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,Cam Reddish,reddica01,31.966666666666665,5,11,0.455,2,7,0.286,8,10,0.8,1,2,3,1,0,1,1,3,20,14.0,3,0.649,0.545,0.636,0.909,3.1,6.5,4.8,3.8,0.0,2.5,6.1,19.5,139.0,138.0,-1.3
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,Trae Young,youngtr01,31.933333333333334,8,18,0.444,0,4,0.0,14,16,0.875,3,3,6,11,0,0,5,0,30,25.5,5,0.599,0.444,0.222,0.889,9.4,9.8,9.6,47.3,0.0,0.0,16.6,35.7,129.0,140.0,2.8
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,John Collins,collijo01,30.566666666666666,12,20,0.6,2,5,0.4,4,5,0.8,4,6,10,1,1,0,1,4,30,24.1,5,0.676,0.65,0.25,0.25,13.1,20.5,16.7,5.6,1.5,0.0,4.3,28.8,143.0,134.0,4.5
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,Clint Capela,capelca01,19.933333333333334,3,7,0.429,0,0,,1,2,0.5,3,9,12,0,0,1,1,0,7,7.4,1,0.444,0.429,0.0,0.286,15.1,47.1,30.7,0.0,0.0,4.1,11.3,16.9,103.0,130.0,-6.0
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,Bogdan BogdanoviÄ,bogdabo01,28.716666666666665,7,14,0.5,6,11,0.545,2,2,1.0,0,4,4,1,1,0,0,2,22,17.1,-6,0.739,0.714,0.786,0.143,0.0,14.5,7.1,4.7,1.6,0.0,0.0,19.7,160.0,135.0,6.8
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,Kevin Huerter,huertke01,21.083333333333332,3,6,0.5,1,2,0.5,0,0,,1,1,2,4,1,0,0,0,7,8.8,-10,0.583,0.583,0.333,0.0,4.7,4.9,4.8,22.7,2.1,0.0,0.0,10.8,156.0,136.0,3.8
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,Solomon Hill,hillso01,16.716666666666665,3,6,0.5,3,5,0.6,0,0,,1,1,2,0,0,0,1,3,9,4.8,-9,0.75,0.75,0.833,0.0,6.0,6.2,6.1,0.0,0.0,0.0,14.3,15.9,131.0,140.0,-1.9
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,Rajon Rondo,rondora01,16.066666666666666,0,2,0.0,0,2,0.0,0,0,,1,1,2,6,1,0,2,1,0,2.4,-9,0.0,0.0,1.0,0.0,6.2,6.5,6.4,38.1,2.8,0.0,50.0,9.5,87.0,134.0,-5.4
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,Bruno Fernando,fernabr01,6.433333333333334,0,0,,0,0,,0,0,,1,3,4,0,0,0,1,0,0,0.6,-4,,,,,15.5,48.7,31.7,0.0,0.0,0.0,100.0,5.9,55.0,133.0,-8.0
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Atlanta Hawks,False,Brooklyn Nets,Danilo Gallinari,gallida01,3.15,2,2,1.0,1,1,1.0,0,0,,0,1,1,0,0,0,0,0,5,4.7,1,1.25,1.25,0.5,0.0,0.0,33.1,16.2,0.0,0.0,0.0,0.0,24.1,250.0,136.0,35.9
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Brooklyn Nets,True,Atlanta Hawks,Kevin Durant,duranke01,34.983333333333334,11,22,0.5,2,6,0.333,9,9,1.0,1,10,11,9,1,1,4,1,33,29.3,1,0.636,0.545,0.273,0.409,3.0,28.6,16.1,31.7,1.3,2.6,13.4,34.8,127.0,126.0,7.6
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Brooklyn Nets,True,Atlanta Hawks,Kyrie Irving,irvinky01,34.0,10,27,0.37,3,11,0.273,2,2,1.0,0,2,2,6,2,0,1,4,25,14.3,-6,0.448,0.426,0.407,0.074,0.0,5.9,3.0,21.2,2.7,0.0,3.5,34.5,101.0,133.0,-7.0
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Brooklyn Nets,True,Atlanta Hawks,Joe Harris,harrijo01,30.566666666666666,8,11,0.727,6,8,0.75,1,2,0.5,0,2,2,2,0,1,0,5,23,18.8,-7,0.968,1.0,0.727,0.182,0.0,6.5,3.3,7.6,0.0,3.0,0.0,15.8,186.0,137.0,8.7
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Brooklyn Nets,True,Atlanta Hawks,TimothÃ© Luwawu-Cabarrot,luwawti01,26.416666666666668,1,5,0.2,1,4,0.25,0,0,,0,1,1,2,0,0,0,2,3,0.8,-5,0.3,0.3,0.8,0.0,0.0,3.8,1.9,7.0,0.0,0.0,0.0,7.7,86.0,140.0,-9.0
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Brooklyn Nets,True,Atlanta Hawks,DeAndre Jordan,jordade01,15.216666666666667,2,2,1.0,0,0,,1,2,0.5,0,1,1,0,1,1,0,3,5,4.8,-8,0.868,1.0,0.0,1.0,0.0,6.6,3.4,0.0,3.0,6.0,0.0,7.7,171.0,129.0,-1.6
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Brooklyn Nets,True,Atlanta Hawks,Jarrett Allen,allenja01,24.433333333333334,6,7,0.857,0,0,,3,5,0.6,5,8,13,1,0,0,2,3,15,15.1,8,0.815,0.857,0.0,0.714,21.4,32.7,27.2,4.7,0.0,0.0,17.9,18.6,149.0,128.0,-0.4
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Brooklyn Nets,True,Atlanta Hawks,Caris LeVert,leverca01,24.216666666666665,4,13,0.308,2,6,0.333,0,0,,2,2,4,8,0,0,1,1,10,8.7,11,0.385,0.385,0.462,0.0,8.6,8.3,8.4,34.4,0.0,0.0,7.1,23.5,111.0,138.0,-4.7
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Brooklyn Nets,True,Atlanta Hawks,Taurean Prince,princta02,18.55,5,5,1.0,2,2,1.0,0,0,,0,3,3,1,1,0,0,1,12,12.7,7,1.2,1.2,0.4,0.0,0.0,16.2,8.3,6.3,2.4,0.0,0.0,11.0,240.0,129.0,12.6
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Brooklyn Nets,True,Atlanta Hawks,Landry Shamet,shamela01,17.433333333333334,5,5,1.0,2,2,1.0,2,2,1.0,1,0,1,0,1,0,0,2,14,13.4,11,1.19,1.2,0.4,0.4,6.0,0.0,2.9,0.0,2.6,0.0,0.0,13.7,241.0,135.0,12.6
"Wed, Dec 30, 2020",Barclays Center,Atlanta Hawks,Brooklyn Nets,Brooklyn Nets,True,Atlanta Hawks,Jeff Green,greenje02,14.183333333333334,2,3,0.667,1,2,0.5,0,1,0.0,0,2,2,1,0,0,0,2,5,3.8,8,0.727,0.833,0.667,0.333,0.0,14.1,7.2,7.2,0.0,0.0,0.0,9.9,146.0,136.0,-2.6
"Wed, Dec 30, 2020",TD Garden,Memphis Grizzlies,Boston Celtics,Boston Celtics,True,Memphis Grizzlies,Jaylen Brown,brownja02,28.95,15,21,0.714,7,10,0.7,5,6,0.833,1,4,5,4,1,0,4,1,42,34.2,22,0.888,0.881,0.476,0.286,3.9,14.4,9.4,27.5,1.6,0.0,14.5,40.5,147.0,108.0,20.2
"Wed, Dec 30, 2020",TD Garden,Memphis Grizzlies,Boston Celtics,Boston Celtics,True,Memphis Grizzlies,Marcus Smart,smartma01,26.316666666666666,5,11,0.455,4,9,0.444,0,0,,0,2,2,4,3,1,2,1,14,13.0,8,0.636,0.636,0.818,0.0,0.0,7.9,4.1,18.3,5.2,3.0,15.4,21.0,118.0,100.0,6.0
"Wed, Dec 30, 2020",TD Garden,Memphis Grizzlies,Boston Celtics,Boston Celtics,True,Memphis Grizzlies,Jayson Tatum,tatumja01,23.233333333333334,6,12,0.5,3,5,0.6,1,1,1.0,0,4,4,3,1,0,0,0,16,14.3,29,0.643,0.625,0.417,0.083,0.0,18.0,9.4,16.9,2.0,0.0,0.0,22.7,140.0,106.0,5.8
"Wed, Dec 30, 2020",TD Garden,Memphis Grizzlies,Boston Celtics,Boston Celtics,True,Memphis Grizzlies,Jeff Teague,teaguje01,21.333333333333332,2,6,0.333,0,2,0.0,0,0,,0,5,5,4,4,0,1,1,4,7.5,22,0.333,0.333,0.333,0.0,0.0,24.5,12.8,20.2,8.6,0.0,14.3,13.9,91.0,89.0,1.4
"Wed, Dec 30, 2020",TD Garden,Memphis Grizzlies,Boston Celtics,Boston Celtics,True,Memphis Grizzlies,Daniel Theis,theisda01,19.15,5,7,0.714,0,1,0.0,2,3,0.667,2,3,5,2,1,2,2,4,12,11.2,-2,0.721,0.714,0.143,0.429,11.9,16.3,14.2,13.7,2.4,8.4,19.4,22.9,128.0,100.0,2.8
"Wed, Dec 30, 2020",TD Garden,Memphis Grizzlies,Boston Celtics,Boston Celtics,True,Memphis Grizzlies,Robert Williams,williro04,22.816666666666666,3,4,0.75,0,0,,0,0,,4,6,10,2,1,4,2,2,6,11.4,28,0.75,0.75,0.0,0.0,20.0,27.4,23.9,9.9,2.0,14.0,33.3,11.2,131.0,95.0,3.5
"Wed, Dec 30, 2020",TD Garden,Memphis Grizzlies,Boston Celtics,Boston Celtics,True,Memphis Grizzlies,Payton Pritchard,pritcpa01,21.233333333333334,4,6,0.667,0,0,,0,0,,0,2,2,3,2,0,1,3,8,7.9,10,0.667,0.667,0.0,0.0,0.0,9.8,5.1,17.0,4.3,0.0,14.3,14.0,127.0,103.0,-0.1
"Wed, Dec 30, 2020",TD Garden,Memphis Grizzlies,Boston Celtics,Boston Celtics,True,Memphis Grizzlies,Grant Williams,willigr01,20.633333333333333,1,4,0.25,0,2,0.0,0,0,,0,2,2,0,2,0,0,4,2,0.6,1,0.25,0.25,0.5,0.0,0.0,10.1,5.3,0.0,4.4,0.0,0.0,8.2,56.0,102.0,-9.6
"Wed, Dec 30, 2020",TD Garden,Memphis Grizzlies,Boston Celtics,Boston Celtics,True,Memphis Grizzlies,Aaron Nesmith,nesmiaa01,19.816666666666666,2,7,0.286,1,5,0.2,0,0,,1,2,3,1,0,1,1,3,5,1.4,-7,0.357,0.357,0.714,0.0,5.8,10.5,8.3,5.5,0.0,4.0,12.5,17.1,81.0,110.0,-11.7
"Wed, Dec 30, 2020",TD Garden,Memphis Grizzlies,Boston Celtics,Boston Celtics,True,Memphis Grizzlies,Semi Ojeleye,ojelese01,12.166666666666666,1,3,0.333,0,2,0.0,0,0,,0,0,0,0,0,0,0,0,2,0.3,4,0.333,0.333,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,72.0,116.0,-11.9
