Date,Arena,Home_Team,Visitor_Team,player_name,player_id,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Malachi Flynn,flynnma01,6.416666666666667,1,2,.500,0,1,.000,0,0,,0,0,0,2,1,0,0,0,2,-4
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Lauri Markkanen,markkla01,35.55,7,13,.538,4,9,.444,10,10,1.000,2,11,13,1,1,1,4,3,28,-1
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Jordan Clarkson,clarkjo01,32.18333333333333,8,17,.471,5,12,.417,2,2,1.000,0,2,2,5,0,0,2,1,23,-3
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Mike Conley,conlemi01,31.1,5,8,.625,0,3,.000,9,9,1.000,0,3,3,8,0,2,3,2,19,1
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Walker Kessler,kesslwa01,29.9,8,10,.800,0,0,,1,3,.333,7,7,14,1,1,7,1,3,17,4
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Kelly Olynyk,olynyke01,19.566666666666666,1,5,.200,0,3,.000,0,0,,0,4,4,4,0,1,2,1,2,8
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Malik Beasley,beaslma01,26.633333333333333,5,14,.357,4,11,.364,0,0,,0,3,3,2,0,0,1,2,14,5
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Collin Sexton,sextoco01,19.683333333333334,4,7,.571,2,4,.500,2,2,1.000,2,1,3,4,0,0,3,1,12,5
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Jarred Vanderbilt,vandeja01,18.0,3,4,.750,0,1,.000,0,2,.000,0,4,4,1,0,0,0,3,6,-1
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Ochai Agbaji,agbajoc01,16.666666666666668,2,3,.667,2,3,.667,0,0,,2,0,2,0,1,0,0,0,6,-6
"Wed, Feb 1, 2023",Vivint Arena,Utah Jazz,Toronto Raptors,Rudy Gay,gayru01,10.716666666666667,1,2,.500,0,1,.000,2,2,1.000,0,1,1,3,0,0,0,1,4,3
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Dejounte Murray,murrade01,29.633333333333333,8,13,.615,4,7,.571,1,3,.333,0,6,6,8,0,0,1,3,21,40
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Trae Young,youngtr01,27.166666666666668,8,17,.471,3,3,1.000,1,1,1.000,0,1,1,12,1,0,4,1,20,21
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,De'Andre Hunter,huntede01,25.216666666666665,6,9,.667,1,2,.500,2,2,1.000,1,4,5,1,1,0,0,2,15,23
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,John Collins,collijo01,24.266666666666666,4,8,.500,1,4,.250,0,0,,0,2,2,0,0,3,1,3,9,21
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Clint Capela,capelca01,22.366666666666667,4,9,.444,0,0,,1,1,1.000,3,7,10,1,1,0,0,1,9,17
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Bogdan BogdanoviÄ,bogdabo01,24.766666666666666,6,10,.600,4,7,.571,2,2,1.000,0,2,2,3,0,0,2,3,18,21
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Onyeka Okongwu,okongon01,19.95,7,7,1.000,1,1,1.000,2,2,1.000,2,2,4,0,1,2,2,4,17,24
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,AJ Griffin,griffaj01,18.65,2,3,.667,1,1,1.000,0,0,,0,2,2,2,1,0,1,2,5,18
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Jalen Johnson,johnsja05,16.5,2,4,.500,2,3,.667,0,0,,0,11,11,1,0,0,1,1,6,20
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Aaron Holiday,holidaa01,7.216666666666667,2,3,.667,1,2,.500,0,0,,0,1,1,1,0,0,0,0,5,-9
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Trent Forrest,forretr01,7.216666666666667,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-9
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Justin Holiday,holidju01,5.683333333333334,2,3,.667,1,2,.500,0,0,,0,0,0,1,0,0,0,1,5,-9
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Frank Kaminsky,kaminfr01,5.683333333333334,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,0,2,2,-9
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,VÃ­t KrejÄÃ­,krejcvi01,5.683333333333334,0,1,.000,0,1,.000,0,0,,0,1,1,1,1,0,0,1,0,-9
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Mikal Bridges,bridgmi01,29.983333333333334,6,18,.333,1,7,.143,10,10,1.000,1,4,5,7,0,0,2,1,23,-18
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Deandre Ayton,aytonde01,26.533333333333335,9,12,.750,0,0,,2,3,.667,1,8,9,0,0,0,0,0,20,-26
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Chris Paul,paulch01,26.516666666666666,1,6,.167,0,3,.000,1,2,.500,0,2,2,3,0,1,2,2,3,-26
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Torrey Craig,craigto01,22.933333333333334,3,5,.600,1,3,.333,0,0,,4,4,8,1,2,1,3,2,7,-19
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Cameron Johnson,johnsca02,15.316666666666666,2,7,.286,1,3,.333,1,1,1.000,0,1,1,0,0,0,2,2,6,-31
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Dario Å ariÄ,saricda01,21.533333333333335,4,7,.571,0,2,.000,3,4,.750,0,5,5,3,1,1,2,0,11,4
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Saben Lee,leesa01,21.483333333333334,2,6,.333,0,0,,2,2,1.000,1,2,3,3,3,0,1,1,6,-6
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Damion Lee,leeda03,20.85,3,11,.273,0,4,.000,4,4,1.000,0,2,2,0,0,0,1,0,10,-19
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Ish Wainright,wainris01,18.966666666666665,1,3,.333,1,2,.500,1,1,1.000,1,1,2,0,1,0,1,2,4,-6
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Josh Okogie,okogijo01,15.366666666666667,0,4,.000,0,2,.000,2,4,.500,2,0,2,3,1,1,0,2,2,-10
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Jock Landale,landajo01,10.516666666666667,3,6,.500,0,2,.000,0,0,,2,3,5,0,0,0,1,1,6,6
"Wed, Feb 1, 2023",Footprint Center,Phoenix Suns,Atlanta Hawks,Bismack Biyombo,biyombi01,10.0,1,1,1.000,0,0,,0,0,,0,0,0,2,0,0,1,0,2,-9
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Dennis SchrÃ¶der,schrode01,36.46666666666667,4,8,.500,2,3,.667,2,4,.500,2,4,6,5,1,0,3,1,12,-3
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Anthony Davis,davisan02,34.53333333333333,13,27,.481,0,3,.000,5,5,1.000,5,9,14,2,1,2,2,0,31,-6
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,LeBron James,jamesle01,32.96666666666667,11,19,.579,2,5,.400,2,2,1.000,2,5,7,7,0,0,3,1,26,-4
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Patrick Beverley,beverpa01,28.516666666666666,3,4,.750,1,2,.500,0,2,.000,0,2,2,4,3,2,1,2,7,16
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Rui Hachimura,hachiru01,28.316666666666666,3,9,.333,0,1,.000,1,3,.333,2,7,9,0,1,0,0,1,7,-4
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Russell Westbrook,westbru01,32.15,2,16,.125,0,5,.000,6,8,.750,1,2,3,10,0,0,4,2,10,0
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Lonnie Walker IV,walkelo01,17.983333333333334,1,2,.500,0,1,.000,4,5,.800,0,1,1,0,0,0,0,2,6,5
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Troy Brown Jr.,browntr01,17.533333333333335,1,3,.333,0,1,.000,0,0,,0,3,3,1,2,0,0,1,2,-3
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Thomas Bryant,bryanth01,11.533333333333333,4,4,1.000,1,1,1.000,2,2,1.000,1,5,6,0,0,1,0,0,11,4
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Buddy Hield,hieldbu01,36.53333333333333,5,11,.455,2,5,.400,2,3,.667,0,5,5,2,2,0,1,2,14,3
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Tyrese Haliburton,halibty01,35.516666666666666,11,24,.458,4,13,.308,0,0,,0,2,2,12,2,0,4,0,26,2
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Aaron Nesmith,nesmiaa01,35.06666666666667,9,12,.750,5,8,.625,1,1,1.000,0,3,3,2,2,1,1,5,24,6
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Andrew Nembhard,nembhan01,33.13333333333333,3,8,.375,1,2,.500,0,0,,0,4,4,6,1,0,3,1,7,7
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Myles Turner,turnemy01,31.466666666666665,8,11,.727,2,4,.500,2,2,1.000,2,11,13,3,1,2,1,5,20,18
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Bennedict Mathurin,mathube01,20.066666666666666,2,5,.400,1,3,.333,0,0,,0,4,4,1,0,0,2,1,5,-4
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,T.J. McConnell,mccontj01,16.516666666666666,5,10,.500,1,1,1.000,0,0,,0,2,2,4,0,0,3,2,11,1
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Oshae Brissett,brissos01,9.366666666666667,0,3,.000,0,2,.000,0,0,,1,4,5,0,0,0,0,2,0,-11
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Isaiah Jackson,jacksis01,9.3,2,3,.667,0,0,,0,0,,3,3,6,0,0,3,1,0,4,-7
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Daniel Theis,theisda01,7.233333333333333,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-12
"Thu, Feb 2, 2023",Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,Chris Duarte,duartch01,5.8,0,4,.000,0,2,.000,0,0,,0,2,2,0,0,0,0,2,0,-8
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Santi Aldama,aldamsa01,33.983333333333334,7,15,.467,4,7,.571,3,3,1.000,0,10,10,1,1,0,3,3,21,-4
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Desmond Bane,banede01,32.416666666666664,8,15,.533,6,7,.857,3,3,1.000,0,2,2,1,0,0,2,3,25,-7
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Ja Morant,moranja01,30.35,9,20,.450,0,1,.000,6,6,1.000,3,5,8,8,1,1,3,5,24,-14
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Xavier Tillman Sr.,tillmxa01,27.033333333333335,3,3,1.000,0,0,,0,0,,2,4,6,3,0,2,0,1,6,13
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Dillon Brooks,brookdi01,22.1,2,5,.400,0,1,.000,5,6,.833,0,2,2,1,1,0,2,2,9,-10
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,John Konchar,konchjo01,28.35,1,4,.250,0,2,.000,0,0,,1,6,7,5,2,0,1,2,2,-11
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Tyus Jones,jonesty01,23.7,2,8,.250,0,2,.000,2,2,1.000,1,0,1,3,2,1,3,0,6,-15
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Brandon Clarke,clarkbr01,20.95,5,7,.714,0,0,,0,0,,2,1,3,0,0,1,1,1,10,-28
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,David Roddy,roddyda01,10.583333333333334,3,7,.429,0,1,.000,2,2,1.000,2,2,4,0,1,0,2,2,8,-6
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Jake LaRavia,laravja01,6.983333333333333,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,1,4,0,1
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Ziaire Williams,willizi02,3.55,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,6
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Jarrett Allen,allenja01,37.95,9,12,.750,0,0,,0,0,,3,8,11,4,2,2,3,2,18,20
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Evan Mobley,mobleev01,33.4,7,17,.412,0,2,.000,3,5,.600,4,10,14,5,1,2,3,3,17,1
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Darius Garland,garlada01,33.1,11,19,.579,4,6,.667,6,6,1.000,0,2,2,11,0,0,4,2,32,15
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Isaac Okoro,okorois01,28.816666666666666,5,5,1.000,0,0,,2,4,.500,1,2,3,2,3,0,2,4,12,7
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Donovan Mitchell,mitchdo01,22.05,2,11,.182,2,4,.500,0,0,,0,4,4,3,1,1,0,1,6,-3
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Cedi Osman,osmande01,31.833333333333332,7,11,.636,4,8,.500,3,5,.600,0,0,0,4,2,1,1,2,21,20
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Ricky Rubio,rubiori01,21.016666666666666,4,9,.444,3,6,.500,2,2,1.000,0,2,2,4,2,1,2,1,13,15
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Dean Wade,wadede01,17.033333333333335,2,3,.667,1,2,.500,0,0,,1,1,2,0,1,0,0,1,5,-3
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Lamar Stevens,stevela01,12.95,2,4,.500,0,1,.000,0,0,,0,3,3,0,0,0,0,0,4,9
"Thu, Feb 2, 2023",Rocket Mortgage Fieldhouse,Cleveland Cavaliers,Memphis Grizzlies,Raul Neto,netora01,1.85,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-6
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Tyler Herro,herroty01,39.6,10,22,.455,4,10,.400,1,2,.500,0,5,5,8,1,1,3,3,25,-9
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Bam Adebayo,adebaba01,37.61666666666667,11,16,.688,0,0,,10,11,.909,1,8,9,3,2,1,0,1,32,5
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Jimmy Butler,butleji01,33.416666666666664,5,13,.385,0,0,,0,1,.000,4,0,4,5,2,0,3,0,10,-3
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Kyle Lowry,lowryky01,24.1,1,7,.143,1,5,.200,0,0,,0,1,1,2,1,0,0,2,3,-17
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Caleb Martin,martica02,23.783333333333335,2,7,.286,1,5,.200,0,0,,1,3,4,1,0,1,1,3,5,-15
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Max Strus,strusma01,28.65,5,9,.556,5,8,.625,2,2,1.000,0,1,1,1,0,0,0,0,17,16
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Gabe Vincent,vincega01,25.433333333333334,2,8,.250,1,6,.167,0,0,,0,4,4,4,2,0,3,4,5,14
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Haywood Highsmith,highsha01,17.016666666666666,3,3,1.000,1,1,1.000,0,0,,2,1,3,0,0,0,0,1,7,6
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Udonis Haslem,hasleud01,10.383333333333333,0,2,.000,0,1,.000,0,0,,1,1,2,0,0,0,0,1,0,-7
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,RJ Barrett,barrerj01,40.96666666666667,13,23,.565,0,5,.000,4,6,.667,4,4,8,4,0,0,5,3,30,-1
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Immanuel Quickley,quickim01,37.266666666666666,3,8,.375,2,5,.400,0,0,,0,6,6,4,0,0,1,0,8,0
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Quentin Grimes,grimequ01,36.85,6,9,.667,3,5,.600,2,2,1.000,1,3,4,3,1,0,0,1,17,8
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Julius Randle,randlju01,34.333333333333336,8,19,.421,3,9,.333,4,5,.800,1,9,10,6,3,0,7,4,23,14
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Jericho Sims,simsje01,19.4,0,1,.000,0,0,,0,0,,1,1,2,1,0,0,0,2,0,16
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Isaiah Hartenstein,harteis01,28.6,3,7,.429,0,0,,2,3,.667,4,6,10,1,3,0,3,4,8,-14
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Evan Fournier,fournev01,18.183333333333334,1,7,.143,1,6,.167,2,2,1.000,0,2,2,4,1,0,0,2,5,-3
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Obi Toppin,toppiob01,13.666666666666666,3,6,.500,1,4,.250,0,0,,0,2,2,0,0,0,0,1,7,-12
"Thu, Feb 2, 2023",Madison Square Garden (IV),New York Knicks,Miami Heat,Miles McBride,mcbrimi01,10.733333333333333,3,3,1.000,2,2,1.000,0,0,,0,0,0,2,0,0,1,0,8,2
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,P.J. Washington,washipj01,38.733333333333334,3,15,.200,0,8,.000,0,0,,0,4,4,2,0,0,1,1,6,-12
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Terry Rozier,roziete01,36.65,8,21,.381,3,8,.375,4,4,1.000,4,4,8,1,2,0,2,1,23,-25
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,LaMelo Ball,ballla01,35.71666666666667,8,18,.444,1,5,.200,2,3,.667,1,7,8,6,2,0,4,1,19,-1
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Mason Plumlee,plumlma01,31.1,7,7,1.000,0,0,,2,2,1.000,4,7,11,5,1,0,2,3,16,-22
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Gordon Hayward,haywago01,25.333333333333332,2,10,.200,1,6,.167,4,4,1.000,1,0,1,1,0,0,0,1,9,-4
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Jalen McDaniels,mcdanja01,26.3,0,5,.000,0,3,.000,0,0,,0,2,2,1,0,0,1,2,0,-15
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Dennis Smith Jr.,smithde03,20.0,3,6,.500,1,2,.500,0,0,,0,1,1,1,0,0,1,0,7,-3
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Mark Williams,willima07,16.883333333333333,6,7,.857,0,0,,1,2,.500,4,3,7,0,1,3,2,4,13,6
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,JT Thor,thorjt01,9.266666666666667,2,4,.500,1,3,.333,0,0,,2,1,3,2,0,1,1,2,5,-4
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,DeMar DeRozan,derozde01,38.21666666666667,4,12,.333,2,5,.400,5,6,.833,0,4,4,7,1,2,4,3,15,7
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Zach LaVine,lavinza01,35.666666666666664,3,8,.375,1,4,.250,3,4,.750,0,1,1,4,3,1,3,3,10,20
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Ayo Dosunmu,dosunay01,35.35,9,10,.900,1,2,.500,3,3,1.000,0,0,0,0,1,0,1,3,22,5
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Nikola VuÄeviÄ,vucevni01,33.266666666666666,7,14,.500,1,5,.200,2,2,1.000,0,12,12,6,1,0,0,2,17,4
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Patrick Williams,willipa01,27.15,2,8,.250,2,4,.500,0,0,,0,3,3,1,1,0,2,2,6,12
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Coby White,whiteco01,26.65,7,13,.538,3,5,.600,3,4,.750,1,3,4,1,0,0,0,2,20,19
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Andre Drummond,drumman01,14.733333333333333,6,9,.667,0,0,,3,5,.600,5,6,11,0,0,0,1,2,15,12
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Goran DragiÄ,dragigo01,13.716666666666667,0,1,.000,0,1,.000,0,0,,0,0,0,4,0,0,0,0,0,-2
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Derrick Jones Jr.,jonesde02,8.166666666666666,1,1,1.000,0,0,,0,0,,1,1,2,0,1,0,1,1,2,0
"Thu, Feb 2, 2023",United Center,Chicago Bulls,Charlotte Hornets,Alex Caruso,carusal01,7.083333333333333,2,3,.667,1,2,.500,2,2,1.000,1,2,3,1,1,0,1,0,7,3
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,CJ McCollum,mccolcj01,37.2,9,14,.643,1,2,.500,0,0,,0,4,4,8,0,1,3,3,19,6
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Brandon Ingram,ingrabr01,35.75,10,20,.500,1,2,.500,5,6,.833,1,8,9,7,0,1,3,4,26,-14
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Herbert Jones,joneshe01,35.333333333333336,4,9,.444,1,6,.167,0,1,.000,0,2,2,1,3,1,4,4,9,-11
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Trey Murphy III,murphtr02,33.5,3,6,.500,0,3,.000,3,3,1.000,0,3,3,2,1,0,0,2,9,2
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Jonas ValanÄiÅ«nas,valanjo01,21.733333333333334,5,11,.455,0,1,.000,6,6,1.000,9,4,13,2,0,0,1,3,16,-19
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Larry Nance Jr.,nancela02,26.266666666666666,5,6,.833,0,0,,0,0,,2,10,12,1,0,1,2,1,10,14
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Naji Marshall,marshna01,25.133333333333333,4,8,.500,2,2,1.000,1,2,.500,0,1,1,3,1,0,1,5,11,1
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Jose Alvarado,alvarjo01,13.616666666666667,1,4,.250,0,2,.000,2,3,.667,0,4,4,3,0,1,2,0,4,3
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Kira Lewis Jr.,lewiski01,11.466666666666667,1,6,.167,0,2,.000,0,0,,0,2,2,0,1,0,1,4,2,-7
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Tim Hardaway Jr.,hardati02,40.166666666666664,3,18,.167,2,12,.167,1,1,1.000,0,6,6,2,1,0,0,1,9,-3
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Spencer Dinwiddie,dinwisp01,36.13333333333333,4,19,.211,2,6,.333,11,12,.917,1,2,3,4,1,2,3,3,21,-4
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Dorian Finney-Smith,finnedo01,33.7,5,8,.625,3,5,.600,0,0,,3,4,7,4,1,1,0,5,13,-5
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Dwight Powell,poweldw01,26.883333333333333,1,1,1.000,0,0,,5,6,.833,0,2,2,2,2,0,1,6,7,20
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Luka DonÄiÄ,doncilu01,22.9,12,19,.632,2,7,.286,5,8,.625,0,8,8,4,2,0,4,2,31,17
"Thu, Feb 2, 2023",American Airlines Center,Dallas Mavericks,New Orleans Pelicans,Reggie Bullock,bullore01,34.0,1,3,.333,1,3,.333,1,2,.500,0,4,4,0,0,0,0,1,4,4
